update_id,case_id,status,note,updated_by,timestamp
U0911,C0710,New,Field visit done,system,2025-11-01 15:10:00
U0912,C0435,Assigned,Verification complete,officer_1,2025-11-01 15:11:00
U0913,C0532,Assigned,Field visit done,officer_2,2025-11-01 15:12:00
U0914,C0698,In Progress,Verification complete,officer_1,2025-11-01 15:13:00
U0915,C0223,Assigned,Pending review,officer_1,2025-11-01 15:14:00
U0916,C0335,In Progress,Case created,officer_1,2025-11-01 15:15:00
U0917,C0766,In Progress,Field visit done,system,2025-11-01 15:16:00
U0918,C0350,Assigned,Pending review,officer_1,2025-11-01 15:17:00
U0919,C0134,New,Case created,officer_1,2025-11-01 15:18:00
U0920,C0709,Assigned,Field visit done,officer_2,2025-11-01 15:19:00
U0921,C0777,Assigned,Pending review,system,2025-11-01 15:20:00
U0922,C0591,In Progress,Field visit done,officer_2,2025-11-01 15:21:00
U0923,C0779,Resolved,Field visit done,officer_2,2025-11-01 15:22:00
U0924,C0035,In Progress,Verification complete,officer_1,2025-11-01 15:23:00
U0925,C0786,Resolved,Pending review,system,2025-11-01 15:24:00
U0926,C0890,Resolved,Case created,system,2025-11-01 15:25:00
U0927,C0219,Assigned,Field visit done,officer_1,2025-11-01 15:26:00
U0928,C0657,In Progress,Verification complete,officer_2,2025-11-01 15:27:00
U0929,C0654,New,Case created,officer_2,2025-11-01 15:28:00
U0930,C0487,New,Field visit done,officer_1,2025-11-01 15:29:00
U0931,C0892,New,Verification complete,system,2025-11-01 15:30:00
U0932,C0596,In Progress,Field visit done,officer_2,2025-11-01 15:31:00
U0933,C0214,In Progress,Verification complete,officer_2,2025-11-01 15:32:00
U0934,C0029,In Progress,Verification complete,officer_2,2025-11-01 15:33:00
U0935,C0883,In Progress,Pending review,system,2025-11-01 15:34:00
U0936,C0159,In Progress,Pending review,officer_2,2025-11-01 15:35:00
U0937,C0724,New,Verification complete,system,2025-11-01 15:36:00
U0938,C0590,Assigned,Field visit done,officer_1,2025-11-01 15:37:00
U0939,C0239,Assigned,Case created,officer_1,2025-11-01 15:38:00
U0940,C0524,New,Case created,officer_1,2025-11-01 15:39:00
U0941,C0368,Resolved,Pending review,system,2025-11-01 15:40:00
U0942,C0168,In Progress,Case created,system,2025-11-01 15:41:00
U0943,C0708,Resolved,Case created,officer_2,2025-11-01 15:42:00
U0944,C0213,New,Case created,officer_2,2025-11-01 15:43:00
U0945,C0475,Resolved,Pending review,system,2025-11-01 15:44:00
U0946,C0445,Resolved,Field visit done,officer_2,2025-11-01 15:45:00
U0947,C0131,Resolved,Case created,officer_1,2025-11-01 15:46:00
U0948,C0214,Assigned,Field visit done,system,2025-11-01 15:47:00
U0949,C0680,New,Field visit done,officer_2,2025-11-01 15:48:00
U0950,C0287,Resolved,Verification complete,system,2025-11-01 15:49:00
U0951,C0835,New,Pending review,officer_2,2025-11-01 15:50:00
U0952,C0195,Resolved,Field visit done,system,2025-11-01 15:51:00
U0953,C0698,New,Field visit done,system,2025-11-01 15:52:00
U0954,C0345,Assigned,Field visit done,system,2025-11-01 15:53:00
U0955,C0722,New,Field visit done,officer_1,2025-11-01 15:54:00
U0956,C0602,New,Pending review,officer_1,2025-11-01 15:55:00
U0957,C0100,Assigned,Pending review,officer_2,2025-11-01 15:56:00
U0958,C0328,In Progress,Pending review,system,2025-11-01 15:57:00
U0959,C0010,Resolved,Case created,officer_1,2025-11-01 15:58:00
U0960,C0019,New,Pending review,officer_1,2025-11-01 15:59:00
U0961,C0739,Resolved,Pending review,system,2025-11-01 16:00:00
U0962,C0582,New,Case created,officer_2,2025-11-01 16:01:00
U0963,C0293,Resolved,Pending review,system,2025-11-01 16:02:00
U0964,C0097,Assigned,Verification complete,officer_1,2025-11-01 16:03:00
U0965,C0559,New,Pending review,system,2025-11-01 16:04:00
U0966,C0101,In Progress,Verification complete,officer_2,2025-11-01 16:05:00
U0967,C0299,Resolved,Field visit done,system,2025-11-01 16:06:00
U0968,C0528,New,Verification complete,officer_1,2025-11-01 16:07:00
U0969,C0485,New,Verification complete,officer_1,2025-11-01 16:08:00
U0970,C0678,Resolved,Case created,officer_1,2025-11-01 16:09:00
U0971,C0517,In Progress,Verification complete,system,2025-11-01 16:10:00
U0972,C0042,In Progress,Pending review,officer_1,2025-11-01 16:11:00
U0973,C0615,In Progress,Verification complete,officer_1,2025-11-01 16:12:00
U0974,C0343,In Progress,Case created,officer_1,2025-11-01 16:13:00
U0975,C0898,Resolved,Field visit done,officer_2,2025-11-01 16:14:00
U0976,C0426,Resolved,Field visit done,officer_1,2025-11-01 16:15:00
U0977,C0114,Assigned,Verification complete,officer_2,2025-11-01 16:16:00
U0978,C0241,Resolved,Field visit done,officer_1,2025-11-01 16:17:00
U0979,C0809,Assigned,Verification complete,officer_1,2025-11-01 16:18:00
U0980,C0305,Resolved,Pending review,officer_1,2025-11-01 16:19:00
U0981,C0187,Resolved,Field visit done,officer_2,2025-11-01 16:20:00
U0982,C0792,New,Field visit done,system,2025-11-01 16:21:00
U0983,C0869,New,Verification complete,officer_1,2025-11-01 16:22:00
U0984,C0195,In Progress,Pending review,system,2025-11-01 16:23:00
U0985,C0214,Resolved,Verification complete,officer_2,2025-11-01 16:24:00
U0986,C0249,In Progress,Pending review,officer_2,2025-11-01 16:25:00
U0987,C0336,New,Field visit done,system,2025-11-01 16:26:00
U0988,C0796,In Progress,Verification complete,officer_1,2025-11-01 16:27:00
U0989,C0393,Assigned,Field visit done,officer_2,2025-11-01 16:28:00
U0990,C0645,In Progress,Case created,system,2025-11-01 16:29:00
U0991,C0581,Assigned,Pending review,officer_2,2025-11-01 16:30:00
U0992,C0027,New,Pending review,officer_2,2025-11-01 16:31:00
U0993,C0539,Assigned,Verification complete,officer_2,2025-11-01 16:32:00
U0994,C0464,Assigned,Pending review,officer_1,2025-11-01 16:33:00
U0995,C0433,New,Verification complete,officer_1,2025-11-01 16:34:00
U0996,C0070,Assigned,Verification complete,officer_1,2025-11-01 16:35:00
U0997,C0320,In Progress,Field visit done,system,2025-11-01 16:36:00
U0998,C0617,In Progress,Case created,officer_2,2025-11-01 16:37:00
U0999,C0214,In Progress,Case created,officer_1,2025-11-01 16:38:00
U1000,C0170,New,Field visit done,system,2025-11-01 16:39:00
U1001,C0566,In Progress,Pending review,officer_1,2025-11-01 16:40:00
U1002,C0289,In Progress,Field visit done,system,2025-11-01 16:41:00
U1003,C0624,Resolved,Pending review,officer_1,2025-11-01 16:42:00
U1004,C0872,Assigned,Verification complete,system,2025-11-01 16:43:00
U1005,C0217,New,Field visit done,officer_2,2025-11-01 16:44:00
U1006,C0213,Assigned,Case created,officer_2,2025-11-01 16:45:00
U1007,C0366,Resolved,Case created,system,2025-11-01 16:46:00
U1008,C0483,New,Field visit done,officer_2,2025-11-01 16:47:00
U1009,C0610,Assigned,Pending review,officer_2,2025-11-01 16:48:00
U1010,C0247,In Progress,Case created,officer_1,2025-11-01 16:49:00
U1011,C0165,Resolved,Case created,officer_2,2025-11-01 16:50:00
U1012,C0135,Resolved,Pending review,officer_2,2025-11-01 16:51:00
U1013,C0803,Assigned,Verification complete,officer_1,2025-11-01 16:52:00
U1014,C0019,Assigned,Verification complete,officer_1,2025-11-01 16:53:00
U1015,C0069,In Progress,Pending review,officer_2,2025-11-01 16:54:00
U1016,C0292,New,Pending review,officer_2,2025-11-01 16:55:00
U1017,C0560,Assigned,Pending review,system,2025-11-01 16:56:00
U1018,C0576,New,Field visit done,officer_2,2025-11-01 16:57:00
U1019,C0283,Resolved,Verification complete,system,2025-11-01 16:58:00
U1020,C0808,Resolved,Field visit done,officer_2,2025-11-01 16:59:00
U1021,C0079,In Progress,Verification complete,officer_2,2025-11-01 17:00:00
U1022,C0007,New,Case created,system,2025-11-01 17:01:00
U1023,C0048,Assigned,Pending review,system,2025-11-01 17:02:00
U1024,C0185,New,Case created,officer_2,2025-11-01 17:03:00
U1025,C0485,Resolved,Case created,officer_1,2025-11-01 17:04:00
U1026,C0201,New,Verification complete,officer_2,2025-11-01 17:05:00
U1027,C0197,Assigned,Field visit done,officer_1,2025-11-01 17:06:00
U1028,C0010,Resolved,Verification complete,system,2025-11-01 17:07:00
U1029,C0695,Assigned,Verification complete,officer_1,2025-11-01 17:08:00
U1030,C0146,New,Pending review,officer_2,2025-11-01 17:09:00
U1031,C0273,Resolved,Field visit done,officer_2,2025-11-01 17:10:00
U1032,C0844,In Progress,Case created,system,2025-11-01 17:11:00
U1033,C0767,Resolved,Field visit done,officer_1,2025-11-01 17:12:00
U1034,C0072,New,Case created,officer_1,2025-11-01 17:13:00
U1035,C0331,Assigned,Field visit done,system,2025-11-01 17:14:00
U1036,C0300,In Progress,Case created,officer_1,2025-11-01 17:15:00
U1037,C0525,In Progress,Field visit done,officer_2,2025-11-01 17:16:00
U1038,C0538,New,Field visit done,officer_1,2025-11-01 17:17:00
U1039,C0486,Assigned,Case created,officer_1,2025-11-01 17:18:00
U1040,C0053,New,Case created,officer_2,2025-11-01 17:19:00
U1041,C0892,Assigned,Case created,officer_1,2025-11-01 17:20:00
U1042,C0587,Resolved,Pending review,officer_1,2025-11-01 17:21:00
U1043,C0231,In Progress,Verification complete,officer_2,2025-11-01 17:22:00
U1044,C0781,In Progress,Pending review,officer_1,2025-11-01 17:23:00
U1045,C0311,Resolved,Verification complete,system,2025-11-01 17:24:00
U1046,C0428,Resolved,Pending review,system,2025-11-01 17:25:00
U1047,C0635,Assigned,Field visit done,officer_2,2025-11-01 17:26:00
U1048,C0275,Resolved,Field visit done,officer_1,2025-11-01 17:27:00
U1049,C0208,New,Verification complete,officer_2,2025-11-01 17:28:00
U1050,C0820,Assigned,Case created,system,2025-11-01 17:29:00
U1051,C0222,In Progress,Case created,officer_2,2025-11-01 17:30:00
U1052,C0351,Resolved,Verification complete,officer_2,2025-11-01 17:31:00
U1053,C0618,In Progress,Field visit done,officer_2,2025-11-01 17:32:00
U1054,C0475,In Progress,Case created,officer_1,2025-11-01 17:33:00
U1055,C0078,In Progress,Field visit done,officer_2,2025-11-01 17:34:00
U1056,C0421,In Progress,Pending review,officer_2,2025-11-01 17:35:00
U1057,C0047,Resolved,Case created,officer_2,2025-11-01 17:36:00
U1058,C0196,Assigned,Pending review,officer_1,2025-11-01 17:37:00
U1059,C0598,Resolved,Pending review,officer_2,2025-11-01 17:38:00
U1060,C0079,New,Pending review,officer_1,2025-11-01 17:39:00
U1061,C0519,In Progress,Case created,system,2025-11-01 17:40:00
U1062,C0589,Resolved,Verification complete,officer_2,2025-11-01 17:41:00
U1063,C0569,New,Case created,system,2025-11-01 17:42:00
U1064,C0530,New,Verification complete,officer_1,2025-11-01 17:43:00
U1065,C0477,New,Case created,officer_2,2025-11-01 17:44:00
U1066,C0567,Assigned,Case created,system,2025-11-01 17:45:00
U1067,C0710,Resolved,Pending review,officer_2,2025-11-01 17:46:00
U1068,C0554,Resolved,Verification complete,system,2025-11-01 17:47:00
U1069,C0514,New,Field visit done,officer_1,2025-11-01 17:48:00
U1070,C0720,Resolved,Pending review,system,2025-11-01 17:49:00
U1071,C0055,In Progress,Field visit done,officer_1,2025-11-01 17:50:00
U1072,C0710,New,Pending review,officer_2,2025-11-01 17:51:00
U1073,C0112,New,Case created,officer_1,2025-11-01 17:52:00
U1074,C0846,Assigned,Field visit done,system,2025-11-01 17:53:00
U1075,C0372,Resolved,Field visit done,officer_2,2025-11-01 17:54:00
U1076,C0096,Resolved,Verification complete,system,2025-11-01 17:55:00
U1077,C0284,Resolved,Verification complete,officer_1,2025-11-01 17:56:00
U1078,C0584,New,Field visit done,officer_2,2025-11-01 17:57:00
U1079,C0787,New,Verification complete,officer_2,2025-11-01 17:58:00
U1080,C0785,New,Case created,system,2025-11-01 17:59:00
U1081,C0275,Resolved,Verification complete,system,2025-11-01 18:00:00
U1082,C0416,Assigned,Case created,system,2025-11-01 18:01:00
U1083,C0880,Resolved,Verification complete,system,2025-11-01 18:02:00
U1084,C0584,Resolved,Field visit done,officer_2,2025-11-01 18:03:00
U1085,C0413,Resolved,Pending review,officer_1,2025-11-01 18:04:00
U1086,C0863,Assigned,Verification complete,officer_2,2025-11-01 18:05:00
U1087,C0857,Assigned,Verification complete,system,2025-11-01 18:06:00
U1088,C0020,Assigned,Verification complete,officer_1,2025-11-01 18:07:00
U1089,C0451,Resolved,Pending review,system,2025-11-01 18:08:00
U1090,C0668,New,Field visit done,officer_2,2025-11-01 18:09:00
U1091,C0650,Resolved,Pending review,officer_2,2025-11-01 18:10:00
U1092,C0356,Assigned,Field visit done,officer_1,2025-11-01 18:11:00
U1093,C0146,In Progress,Verification complete,system,2025-11-01 18:12:00
U1094,C0308,In Progress,Pending review,officer_2,2025-11-01 18:13:00
U1095,C0217,In Progress,Field visit done,officer_2,2025-11-01 18:14:00
U1096,C0845,In Progress,Pending review,system,2025-11-01 18:15:00
U1097,C0584,New,Verification complete,officer_2,2025-11-01 18:16:00
U1098,C0849,Resolved,Field visit done,officer_2,2025-11-01 18:17:00
U1099,C0151,In Progress,Field visit done,system,2025-11-01 18:18:00
U1100,C0286,New,Case created,officer_2,2025-11-01 18:19:00
U1101,C0344,Resolved,Pending review,officer_1,2025-11-01 18:20:00
U1102,C0368,Resolved,Field visit done,officer_2,2025-11-01 18:21:00
U1103,C0084,Assigned,Case created,officer_1,2025-11-01 18:22:00
U1104,C0526,Assigned,Verification complete,officer_1,2025-11-01 18:23:00
U1105,C0297,Assigned,Field visit done,officer_1,2025-11-01 18:24:00
U1106,C0756,In Progress,Field visit done,officer_1,2025-11-01 18:25:00
U1107,C0116,Resolved,Field visit done,officer_2,2025-11-01 18:26:00
U1108,C0199,New,Verification complete,system,2025-11-01 18:27:00
U1109,C0570,Assigned,Verification complete,officer_1,2025-11-01 18:28:00
U1110,C0855,In Progress,Case created,system,2025-11-01 18:29:00
U1111,C0614,Assigned,Verification complete,officer_1,2025-11-01 18:30:00
U1112,C0862,Assigned,Field visit done,officer_1,2025-11-01 18:31:00
U1113,C0831,Assigned,Case created,officer_2,2025-11-01 18:32:00
U1114,C0171,New,Verification complete,officer_2,2025-11-01 18:33:00
U1115,C0005,Resolved,Field visit done,system,2025-11-01 18:34:00
U1116,C0268,Assigned,Verification complete,officer_1,2025-11-01 18:35:00
U1117,C0529,In Progress,Verification complete,officer_1,2025-11-01 18:36:00
U1118,C0703,Resolved,Verification complete,officer_1,2025-11-01 18:37:00
U1119,C0872,Assigned,Case created,officer_1,2025-11-01 18:38:00
U1120,C0082,New,Case created,system,2025-11-01 18:39:00
U1121,C0753,Assigned,Pending review,officer_1,2025-11-01 18:40:00
U1122,C0889,New,Pending review,officer_1,2025-11-01 18:41:00
U1123,C0251,Assigned,Field visit done,officer_2,2025-11-01 18:42:00
U1124,C0663,Assigned,Verification complete,system,2025-11-01 18:43:00
U1125,C0651,In Progress,Pending review,system,2025-11-01 18:44:00
U1126,C0845,Resolved,Verification complete,officer_1,2025-11-01 18:45:00
U1127,C0398,Resolved,Verification complete,system,2025-11-01 18:46:00
U1128,C0399,In Progress,Case created,system,2025-11-01 18:47:00
U1129,C0194,Resolved,Case created,officer_2,2025-11-01 18:48:00
U1130,C0705,In Progress,Pending review,officer_1,2025-11-01 18:49:00
U1131,C0789,In Progress,Pending review,officer_1,2025-11-01 18:50:00
U1132,C0504,Resolved,Field visit done,system,2025-11-01 18:51:00
U1133,C0311,Resolved,Pending review,officer_2,2025-11-01 18:52:00
U1134,C0851,Assigned,Case created,officer_2,2025-11-01 18:53:00
U1135,C0488,In Progress,Pending review,officer_2,2025-11-01 18:54:00
U1136,C0070,Assigned,Case created,officer_2,2025-11-01 18:55:00
U1137,C0745,New,Verification complete,officer_2,2025-11-01 18:56:00
U1138,C0599,Assigned,Case created,system,2025-11-01 18:57:00
U1139,C0133,New,Case created,system,2025-11-01 18:58:00
U1140,C0389,In Progress,Case created,system,2025-11-01 18:59:00
U1141,C0141,Assigned,Field visit done,system,2025-11-01 19:00:00
U1142,C0258,Resolved,Field visit done,system,2025-11-01 19:01:00
U1143,C0308,Resolved,Verification complete,system,2025-11-01 19:02:00
U1144,C0189,Assigned,Pending review,officer_2,2025-11-01 19:03:00
U1145,C0312,In Progress,Field visit done,system,2025-11-01 19:04:00
U1146,C0703,Assigned,Field visit done,officer_1,2025-11-01 19:05:00
U1147,C0843,New,Case created,officer_2,2025-11-01 19:06:00
U1148,C0612,New,Field visit done,officer_1,2025-11-01 19:07:00
U1149,C0380,In Progress,Verification complete,officer_1,2025-11-01 19:08:00
U1150,C0698,In Progress,Verification complete,system,2025-11-01 19:09:00
U1151,C0439,Assigned,Case created,officer_1,2025-11-01 19:10:00
U1152,C0377,In Progress,Case created,officer_1,2025-11-01 19:11:00
U1153,C0701,New,Pending review,system,2025-11-01 19:12:00
U1154,C0535,New,Case created,system,2025-11-01 19:13:00
U1155,C0680,Assigned,Field visit done,officer_1,2025-11-01 19:14:00
U1156,C0719,Resolved,Verification complete,officer_1,2025-11-01 19:15:00
U1157,C0739,Resolved,Verification complete,officer_2,2025-11-01 19:16:00
U1158,C0289,Resolved,Verification complete,officer_1,2025-11-01 19:17:00
U1159,C0540,New,Case created,officer_2,2025-11-01 19:18:00
U1160,C0828,Resolved,Case created,officer_1,2025-11-01 19:19:00
U1161,C0826,In Progress,Verification complete,officer_1,2025-11-01 19:20:00
U1162,C0412,In Progress,Case created,officer_2,2025-11-01 19:21:00
U1163,C0855,In Progress,Pending review,system,2025-11-01 19:22:00
U1164,C0088,Resolved,Pending review,officer_1,2025-11-01 19:23:00
U1165,C0286,New,Field visit done,officer_2,2025-11-01 19:24:00
U1166,C0102,Assigned,Field visit done,officer_2,2025-11-01 19:25:00
U1167,C0696,Assigned,Field visit done,system,2025-11-01 19:26:00
U1168,C0493,In Progress,Verification complete,officer_2,2025-11-01 19:27:00
U1169,C0789,New,Case created,system,2025-11-01 19:28:00
U1170,C0070,Assigned,Case created,officer_2,2025-11-01 19:29:00
U1171,C0594,Assigned,Pending review,officer_2,2025-11-01 19:30:00
U1172,C0449,Resolved,Verification complete,system,2025-11-01 19:31:00
U1173,C0424,New,Pending review,officer_2,2025-11-01 19:32:00
U1174,C0570,Resolved,Field visit done,system,2025-11-01 19:33:00
U1175,C0660,Assigned,Case created,officer_2,2025-11-01 19:34:00
U1176,C0146,In Progress,Field visit done,system,2025-11-01 19:35:00
U1177,C0250,New,Field visit done,officer_2,2025-11-01 19:36:00
U1178,C0187,Resolved,Pending review,officer_2,2025-11-01 19:37:00
U1179,C0058,Resolved,Field visit done,officer_2,2025-11-01 19:38:00
U1180,C0147,Assigned,Pending review,officer_1,2025-11-01 19:39:00
U1181,C0307,New,Pending review,system,2025-11-01 19:40:00
U1182,C0238,New,Field visit done,officer_2,2025-11-01 19:41:00
U1183,C0156,In Progress,Verification complete,system,2025-11-01 19:42:00
U1184,C0880,In Progress,Field visit done,officer_2,2025-11-01 19:43:00
U1185,C0692,Resolved,Field visit done,system,2025-11-01 19:44:00
U1186,C0098,Assigned,Verification complete,officer_2,2025-11-01 19:45:00
U1187,C0023,Resolved,Field visit done,officer_2,2025-11-01 19:46:00
U1188,C0849,New,Verification complete,officer_1,2025-11-01 19:47:00
U1189,C0786,Resolved,Verification complete,system,2025-11-01 19:48:00
U1190,C0567,In Progress,Pending review,system,2025-11-01 19:49:00
U1191,C0695,Assigned,Verification complete,officer_1,2025-11-01 19:50:00
U1192,C0090,In Progress,Pending review,officer_2,2025-11-01 19:51:00
U1193,C0900,Resolved,Case created,officer_1,2025-11-01 19:52:00
U1194,C0547,New,Case created,system,2025-11-01 19:53:00
U1195,C0689,Assigned,Verification complete,officer_1,2025-11-01 19:54:00
U1196,C0744,In Progress,Case created,officer_2,2025-11-01 19:55:00
U1197,C0659,New,Case created,officer_2,2025-11-01 19:56:00
U1198,C0593,Assigned,Pending review,officer_2,2025-11-01 19:57:00
U1199,C0667,Assigned,Verification complete,system,2025-11-01 19:58:00
U1200,C0151,Assigned,Verification complete,officer_2,2025-11-01 19:59:00
U1201,C0866,Assigned,Pending review,officer_1,2025-11-01 20:00:00
U1202,C0746,Assigned,Field visit done,officer_2,2025-11-01 20:01:00
U1203,C0599,In Progress,Verification complete,system,2025-11-01 20:02:00
U1204,C0535,Assigned,Pending review,officer_2,2025-11-01 20:03:00
U1205,C0622,Assigned,Case created,officer_1,2025-11-01 20:04:00
U1206,C0105,New,Pending review,officer_1,2025-11-01 20:05:00
U1207,C0412,New,Verification complete,system,2025-11-01 20:06:00
U1208,C0386,In Progress,Case created,officer_2,2025-11-01 20:07:00
U1209,C0373,In Progress,Verification complete,officer_1,2025-11-01 20:08:00
U1210,C0375,Assigned,Case created,officer_1,2025-11-01 20:09:00
U1211,C0780,Assigned,Case created,system,2025-11-01 20:10:00
U1212,C0428,Resolved,Pending review,officer_1,2025-11-01 20:11:00
U1213,C0397,In Progress,Case created,system,2025-11-01 20:12:00
U1214,C0135,New,Case created,system,2025-11-01 20:13:00
U1215,C0401,Resolved,Verification complete,system,2025-11-01 20:14:00
U1216,C0016,In Progress,Verification complete,officer_2,2025-11-01 20:15:00
U1217,C0051,Assigned,Verification complete,system,2025-11-01 20:16:00
U1218,C0139,Assigned,Case created,officer_2,2025-11-01 20:17:00
U1219,C0575,Resolved,Verification complete,system,2025-11-01 20:18:00
U1220,C0482,Assigned,Verification complete,system,2025-11-01 20:19:00
U1221,C0187,In Progress,Pending review,system,2025-11-01 20:20:00
U1222,C0848,In Progress,Verification complete,system,2025-11-01 20:21:00
U1223,C0762,In Progress,Field visit done,system,2025-11-01 20:22:00
U1224,C0417,Resolved,Case created,system,2025-11-01 20:23:00
U1225,C0286,New,Verification complete,officer_1,2025-11-01 20:24:00
U1226,C0353,Assigned,Verification complete,officer_1,2025-11-01 20:25:00
U1227,C0475,New,Pending review,officer_1,2025-11-01 20:26:00
U1228,C0158,Assigned,Verification complete,system,2025-11-01 20:27:00
U1229,C0647,In Progress,Verification complete,system,2025-11-01 20:28:00
U1230,C0193,Assigned,Field visit done,system,2025-11-01 20:29:00
U1231,C0226,In Progress,Case created,officer_1,2025-11-01 20:30:00
U1232,C0637,In Progress,Verification complete,officer_2,2025-11-01 20:31:00
U1233,C0024,In Progress,Case created,officer_2,2025-11-01 20:32:00
U1234,C0453,New,Pending review,officer_2,2025-11-01 20:33:00
U1235,C0489,Assigned,Case created,officer_2,2025-11-01 20:34:00
U1236,C0357,Resolved,Field visit done,officer_2,2025-11-01 20:35:00
U1237,C0526,New,Case created,officer_1,2025-11-01 20:36:00
U1238,C0612,Assigned,Pending review,officer_1,2025-11-01 20:37:00
U1239,C0726,Resolved,Field visit done,officer_2,2025-11-01 20:38:00
U1240,C0171,New,Verification complete,officer_1,2025-11-01 20:39:00
U1241,C0451,New,Field visit done,officer_1,2025-11-01 20:40:00
U1242,C0733,In Progress,Verification complete,officer_1,2025-11-01 20:41:00
U1243,C0031,Resolved,Field visit done,system,2025-11-01 20:42:00
U1244,C0309,Resolved,Case created,system,2025-11-01 20:43:00
U1245,C0794,Resolved,Case created,officer_2,2025-11-01 20:44:00
U1246,C0159,Assigned,Case created,officer_2,2025-11-01 20:45:00
U1247,C0214,Resolved,Pending review,system,2025-11-01 20:46:00
U1248,C0302,Assigned,Case created,system,2025-11-01 20:47:00
U1249,C0233,In Progress,Pending review,system,2025-11-01 20:48:00
U1250,C0589,New,Field visit done,system,2025-11-01 20:49:00
U1251,C0439,In Progress,Case created,officer_2,2025-11-01 20:50:00
U1252,C0280,New,Verification complete,system,2025-11-01 20:51:00
U1253,C0690,In Progress,Pending review,officer_1,2025-11-01 20:52:00
U1254,C0034,Assigned,Pending review,officer_2,2025-11-01 20:53:00
U1255,C0598,Resolved,Field visit done,officer_2,2025-11-01 20:54:00
U1256,C0562,Assigned,Pending review,officer_1,2025-11-01 20:55:00
U1257,C0630,Resolved,Case created,officer_1,2025-11-01 20:56:00
U1258,C0008,Assigned,Verification complete,officer_1,2025-11-01 20:57:00
U1259,C0202,Resolved,Field visit done,officer_1,2025-11-01 20:58:00
U1260,C0390,In Progress,Case created,system,2025-11-01 20:59:00
U1261,C0263,New,Pending review,system,2025-11-01 21:00:00
U1262,C0076,Assigned,Field visit done,officer_2,2025-11-01 21:01:00
U1263,C0759,In Progress,Field visit done,officer_1,2025-11-01 21:02:00
U1264,C0323,In Progress,Pending review,system,2025-11-01 21:03:00
U1265,C0857,Resolved,Verification complete,system,2025-11-01 21:04:00
U1266,C0045,In Progress,Pending review,officer_2,2025-11-01 21:05:00
U1267,C0417,Resolved,Case created,system,2025-11-01 21:06:00
U1268,C0153,In Progress,Pending review,system,2025-11-01 21:07:00
U1269,C0834,New,Field visit done,officer_2,2025-11-01 21:08:00
U1270,C0871,In Progress,Case created,system,2025-11-01 21:09:00
U1271,C0850,Resolved,Verification complete,system,2025-11-01 21:10:00
U1272,C0166,Assigned,Verification complete,officer_1,2025-11-01 21:11:00
U1273,C0432,In Progress,Pending review,officer_2,2025-11-01 21:12:00
U1274,C0190,Resolved,Pending review,system,2025-11-01 21:13:00
U1275,C0672,Resolved,Case created,officer_2,2025-11-01 21:14:00
U1276,C0097,Assigned,Verification complete,system,2025-11-01 21:15:00
U1277,C0186,In Progress,Field visit done,officer_2,2025-11-01 21:16:00
U1278,C0399,In Progress,Field visit done,officer_2,2025-11-01 21:17:00
U1279,C0400,Resolved,Field visit done,officer_1,2025-11-01 21:18:00
U1280,C0481,Assigned,Case created,officer_1,2025-11-01 21:19:00
U1281,C0051,Assigned,Case created,system,2025-11-01 21:20:00
U1282,C0854,In Progress,Verification complete,officer_1,2025-11-01 21:21:00
U1283,C0429,In Progress,Pending review,officer_1,2025-11-01 21:22:00
U1284,C0281,Assigned,Field visit done,system,2025-11-01 21:23:00
U1285,C0431,Assigned,Pending review,officer_1,2025-11-01 21:24:00
U1286,C0633,New,Verification complete,system,2025-11-01 21:25:00
U1287,C0188,Resolved,Case created,system,2025-11-01 21:26:00
U1288,C0831,Assigned,Field visit done,system,2025-11-01 21:27:00
U1289,C0407,Assigned,Verification complete,officer_2,2025-11-01 21:28:00
U1290,C0275,In Progress,Field visit done,officer_2,2025-11-01 21:29:00
U1291,C0832,In Progress,Case created,system,2025-11-01 21:30:00
U1292,C0793,In Progress,Verification complete,officer_1,2025-11-01 21:31:00
U1293,C0149,New,Verification complete,system,2025-11-01 21:32:00
U1294,C0535,In Progress,Case created,officer_2,2025-11-01 21:33:00
U1295,C0477,Resolved,Case created,officer_2,2025-11-01 21:34:00
U1296,C0325,Resolved,Field visit done,system,2025-11-01 21:35:00
U1297,C0778,Resolved,Field visit done,officer_2,2025-11-01 21:36:00
U1298,C0098,New,Field visit done,officer_1,2025-11-01 21:37:00
U1299,C0317,Assigned,Pending review,system,2025-11-01 21:38:00
U1300,C0882,Assigned,Case created,officer_1,2025-11-01 21:39:00
U1301,C0689,New,Field visit done,system,2025-11-01 21:40:00
U1302,C0582,Resolved,Case created,officer_1,2025-11-01 21:41:00
U1303,C0207,New,Field visit done,system,2025-11-01 21:42:00
U1304,C0415,New,Verification complete,officer_1,2025-11-01 21:43:00
U1305,C0314,Assigned,Pending review,system,2025-11-01 21:44:00
U1306,C0468,Assigned,Case created,officer_1,2025-11-01 21:45:00
U1307,C0542,In Progress,Field visit done,officer_2,2025-11-01 21:46:00
U1308,C0271,Resolved,Verification complete,officer_2,2025-11-01 21:47:00
U1309,C0890,In Progress,Case created,officer_2,2025-11-01 21:48:00
U1310,C0788,Assigned,Field visit done,officer_2,2025-11-01 21:49:00
U1311,C0294,In Progress,Verification complete,system,2025-11-01 21:50:00
U1312,C0257,Resolved,Field visit done,system,2025-11-01 21:51:00
U1313,C0706,Assigned,Verification complete,officer_1,2025-11-01 21:52:00
